income,total_debt,num_late_payments,payment_history_score,credit_utilization,age,employment_years,loan_purpose,target,debt_to_income,avg_payment_delay,credit_score_cat
52648,20992,4,300,200,40,4,personal,0,0.3987160249957264,0.8,low
52039,37384,5,300,127,26,26,home,0,0.7183704842428901,0.18518518518518517,low
30939,8795,10,300,110,27,17,car,0,0.28425985778926954,0.5555555555555556,low
23697,24234,0,300,48,51,1,education,0,1.0226179424424002,0.0,low
16803,19120,2,300,12,39,7,personal,0,1.1378243275410616,0.25,low
58239,40605,3,300,200,58,7,education,0,0.6972012362637363,0.375,low
45500,41371,0,300,129,40,3,business,0,0.9092327641150744,0.0,low
25010,7321,3,300,200,43,9,personal,0,0.2927112070688897,0.3,low
23094,7175,7,300,121,25,5,personal,0,0.31067330591037023,1.1666666666666667,low
38268,12221,2,300,200,72,6,car,0,0.31934463926415635,0.2857142857142857,low
17040,28933,1,300,53,78,0,education,0,1.6978463705181621,1.0,low
52396,34027,7,300,127,26,4,personal,0,0.6494074088211157,1.4,low
77971,10434,4,300,200,67,15,personal,0,0.1338172677371364,0.25,low
17884,50690,1,300,200,28,22,personal,0,2.834218618954431,0.043478260869565216,low
31196,16724,3,300,198,39,0,car,0,0.5360771869089976,3.0,low
37983,3440,5,300,61,38,7,home,0,0.09056444818871104,0.625,low
48228,15647,2,300,122,28,7,education,0,0.32443135872607765,0.25,low
25713,12797,1,300,48,40,16,personal,0,0.4976666407404527,0.058823529411764705,low
45160,2832,5,300,2,45,6,education,1,0.06270897455769359,0.7142857142857143,low
31796,2941,9,300,89,38,2,education,0,0.09249300248451112,3.0,low
39752,60422,2,300,140,50,2,personal,0,1.5199356023444772,0.6666666666666666,low
25779,3889,2,300,18,71,11,car,0,0.1508533747090768,0.16666666666666666,low
48615,11449,1,300,25,55,16,personal,0,0.23549860128352806,0.058823529411764705,low
64526,41963,2,300,200,36,3,car,0,0.6503169215987106,0.5,low
19135,46459,1,300,128,70,20,car,0,2.4278323578595318,0.047619047619047616,low
60932,36115,7,300,5,32,11,education,0,0.5927001788850048,0.5833333333333334,low
49240,24044,12,300,200,26,25,personal,0,0.48829227676123554,0.46153846153846156,low
40548,6795,1,300,200,38,11,home,0,0.16757503267651483,0.08333333333333333,low
35342,75215,3,300,30,50,12,home,0,2.1281441869677162,0.23076923076923078,low
19606,37063,6,300,71,62,3,personal,0,1.8902942826541542,1.5,low
36603,45465,11,300,49,62,6,home,1,1.2420773685935964,1.5714285714285714,low
96977,6295,9,300,83,31,8,education,0,0.06491162944172905,1.0,low
93561,8981,7,300,51,72,5,education,0,0.09598982492892413,1.1666666666666667,low
25305,7397,1,300,7,27,13,education,0,0.2923022208171975,0.07142857142857142,low
36752,49499,9,300,178,33,6,business,0,1.346801621636329,1.2857142857142858,low
28827,25213,3,300,130,31,3,home,0,0.8746010822811155,0.75,low
40984,9276,4,300,164,61,5,education,0,0.22632670489203366,0.6666666666666666,low
15384,9018,2,300,49,53,16,car,0,0.5861553461163471,0.11764705882352941,low
22635,14908,11,300,152,40,7,business,0,0.6585969252518112,1.375,low
78927,2641,5,300,135,51,20,home,0,0.03346087573484695,0.23809523809523808,low
59069,3918,2,300,24,38,15,education,0,0.06632808532249873,0.125,low
33107,18919,6,300,161,46,1,home,0,0.5714328863114655,3.0,low
69372,20121,0,300,109,35,13,car,0,0.29004079396883514,0.0,low
33788,25705,0,300,156,55,20,home,0,0.760750540116606,0.0,low
97606,34869,10,300,105,69,24,home,0,0.3572387226325981,0.4,low
47807,6321,5,300,133,26,14,personal,0,0.1322163654618474,0.3333333333333333,low
42422,23963,5,300,147,36,2,car,0,0.5648586851472078,1.6666666666666667,low
44463,15856,3,300,7,26,4,personal,0,0.3566030946383591,0.6,low
53241,46459,4,300,11,52,17,personal,0,0.8726005784906653,0.2222222222222222,low
30152,17295,5,300,36,30,6,education,0,0.5735747686797333,0.7142857142857143,low
66217,7076,6,300,85,37,8,home,0,0.10685916216134586,0.6666666666666666,low
34519,7762,4,300,31,58,17,car,0,0.22485515643105447,0.2222222222222222,low
26906,1791,5,300,107,31,16,personal,0,0.0665626045267031,0.29411764705882354,low
21499,41294,0,300,3,48,9,car,1,1.9206511627906977,0.0,low
33988,55731,3,300,72,41,6,home,0,1.6396775427344141,0.42857142857142855,low
59588,34193,2,300,85,39,20,education,0,0.5738139589521556,0.09523809523809523,low
55820,26505,3,300,36,38,10,personal,0,0.47482130381039395,0.2727272727272727,low
24428,5835,6,300,72,53,12,personal,0,0.23885545867616356,0.46153846153846156,low
26549,37134,4,300,73,62,27,home,0,1.39864406779661,0.14285714285714285,low
16177,11452,0,300,83,35,15,business,0,0.7078748918284089,0.0,low
62243,22854,4,300,200,57,6,home,0,0.36716791979949875,0.5714285714285714,low
58740,42420,7,300,155,47,12,home,0,0.7221531809128207,0.5384615384615384,low
53821,20497,5,300,101,34,18,personal,0,0.3808294006168481,0.2631578947368421,low
44352,25154,4,300,36,42,13,home,1,0.5671318738304061,0.2857142857142857,low
69171,37453,2,300,10,63,13,car,0,0.5414474064650436,0.14285714285714285,low
21954,7011,3,300,14,51,9,home,0,0.31933500341607834,0.3,low
23898,18314,4,300,86,41,3,personal,0,0.7663082137327921,1.0,low
69309,20544,3,300,97,71,2,personal,0,0.2964074448131583,1.0,low
40856,1843,3,300,68,31,2,business,0,0.045108549330592065,1.0,low
15044,45619,5,300,61,62,7,personal,0,3.0321701561980725,0.625,low
51140,25866,2,300,200,27,3,home,0,0.5057781427817212,0.5,low
38228,7967,4,300,103,39,12,education,0,0.20840199848282717,0.3076923076923077,low
58006,21179,4,300,128,49,14,car,0,0.36511110728015583,0.26666666666666666,low
45456,33818,1,300,78,80,7,home,0,0.7439558263853752,0.125,low
46708,12267,4,300,200,38,6,education,0,0.2626260463722195,0.5714285714285714,low
70707,10323,5,300,85,36,3,personal,0,0.14599479549697347,1.25,low
52392,30336,4,300,200,62,2,home,0,0.5790086461931937,1.3333333333333333,low
60616,16200,8,300,200,39,5,car,0,0.26725176105712917,1.3333333333333333,low
60901,16458,2,300,200,47,12,home,0,0.270237430626252,0.15384615384615385,low
52311,20280,9,300,200,43,15,home,0,0.38767395626242546,0.5625,low
28966,57263,7,300,200,61,8,personal,0,1.97683570960058,0.7777777777777778,low
44617,27056,4,300,51,44,2,education,0,0.6063920390873638,1.3333333333333333,low
25372,17209,2,300,200,54,18,education,0,0.678240649509321,0.10526315789473684,low
16335,9033,0,300,137,28,12,personal,0,0.5529505386875612,0.0,low
16394,35963,4,300,65,49,1,home,0,2.19353461421165,2.0,low
30172,3486,2,300,142,40,15,education,0,0.11553375534418188,0.125,low
28445,6460,5,300,5,44,9,car,1,0.22709695563523868,0.5,low
26537,45658,3,300,81,32,0,education,0,1.7204762981385184,3.0,low
40129,33980,7,300,15,27,3,personal,0,0.8467480687764765,1.75,low
38279,21910,8,300,167,44,2,personal,0,0.5723615464994776,2.6666666666666665,low
31622,9509,2,300,48,43,11,car,0,0.3006988584258293,0.16666666666666666,low
28370,15566,3,300,200,51,11,personal,0,0.548658841775052,0.25,low
73719,16926,1,300,117,73,18,home,0,0.2295984807379273,0.05263157894736842,low
51125,23695,5,300,12,37,5,home,0,0.4634628173532058,0.8333333333333334,low
19551,21428,2,300,40,40,22,home,0,1.095949263502455,0.08695652173913043,low
58506,7151,4,300,131,28,13,car,0,0.12222469106260789,0.2857142857142857,low
16204,37381,9,300,188,42,4,education,0,2.3067571737118175,1.8,low
18458,16841,6,300,73,67,13,business,0,0.9123462809469636,0.42857142857142855,low
30400,26195,6,300,200,28,12,personal,0,0.8616492878523733,0.46153846153846156,low
38605,26561,1,300,10,45,24,education,0,0.6880018649950785,0.04,low
65753,18375,9,300,78,45,11,education,0,0.2794506798065517,0.75,low
20547,37950,0,300,200,43,2,home,0,1.8468950749464668,0.0,low
30808,30532,3,300,76,60,6,home,0,0.9910091207114804,0.42857142857142855,low
33531,1988,7,300,200,78,6,education,0,0.059286651556721935,1.0,low
29596,15092,2,300,128,60,8,car,0,0.5099165455958374,0.2222222222222222,low
29195,23585,0,300,200,33,10,personal,0,0.8078161391971503,0.0,low
50298,36826,4,300,166,33,2,home,0,0.7321417920833416,1.3333333333333333,low
28047,56974,1,300,170,54,3,home,0,2.0313034797490017,0.25,low
76840,22989,5,300,200,59,5,car,0,0.2991762210278367,0.8333333333333334,low
24823,11726,7,300,132,51,2,home,0,0.4723654527876249,2.3333333333333335,low
15169,25020,5,300,7,31,3,home,0,1.6493078444297957,1.25,low
29112,54506,7,300,200,80,2,personal,0,1.8722220313949094,2.3333333333333335,low
24806,19491,2,300,106,51,4,home,0,0.7857056475994679,0.4,low
71192,11592,3,300,112,52,9,business,0,0.16282499683957694,0.3,low
22203,6591,1,300,65,50,14,car,0,0.2968384074941452,0.06666666666666667,low
17535,21306,7,300,25,35,14,home,0,1.2149863138686132,0.4666666666666667,low
15451,8996,0,300,50,44,18,car,0,0.582190007765985,0.0,low
115631,21901,0,300,200,74,22,personal,0,0.1894025875190259,0.0,low
22759,21231,4,300,5,37,3,car,1,0.9328207381370826,1.0,low
24719,8493,7,300,86,48,8,personal,1,0.34356796116504856,0.7777777777777778,low
63501,28370,0,300,24,48,21,home,0,0.4467575824383484,0.0,low
44870,8007,4,300,74,40,18,personal,0,0.17844487530921976,0.21052631578947367,low
18817,16559,4,300,200,28,1,home,0,0.8799553618875545,2.0,low
27224,22521,5,300,200,26,12,business,0,0.8272176308539945,0.38461538461538464,low
58019,19410,1,300,200,30,5,education,0,0.3345398138572906,0.16666666666666666,low
27522,47422,4,300,50,49,0,personal,0,1.7229953130109363,4.0,low
19961,42703,6,300,195,34,3,car,0,2.1392145075643723,1.5,low
26634,19072,1,300,64,47,8,home,0,0.7160503097428196,0.1111111111111111,low
96535,42788,6,300,200,53,20,home,0,0.44323361233115105,0.2857142857142857,low
33231,7499,5,300,163,51,7,personal,0,0.2256559942224362,0.625,low
36885,11610,5,300,41,35,6,education,0,0.3147535650382259,0.7142857142857143,low
20378,26922,6,300,200,60,9,personal,0,1.3210658030325335,0.6,low
36440,5546,2,300,67,50,13,home,1,0.15219121319392992,0.14285714285714285,low
24027,49635,10,300,15,59,6,car,0,2.065714999167638,1.4285714285714286,low
55950,50180,4,300,17,35,19,home,0,0.8968561777269396,0.2,low
32522,3599,3,300,165,28,2,personal,0,0.11066014820281032,1.0,low
15372,31896,2,300,200,74,10,business,0,2.074806478891563,0.18181818181818182,low
31630,12438,2,300,200,46,4,personal,0,0.39322183933482974,0.4,low
25245,14101,3,300,15,25,2,car,0,0.5585439277509309,1.0,low
67128,21367,0,300,55,55,24,business,0,0.31829760610168484,0.0,low
38956,1441,10,300,140,71,14,business,0,0.03698950124496239,0.6666666666666666,low
35076,23860,7,300,36,38,8,car,0,0.6802178065398979,0.7777777777777778,low
32024,50770,3,300,171,54,5,personal,0,1.5853239656518345,0.5,low
20236,10522,2,300,54,39,24,personal,0,0.5199387260957652,0.08,low
20263,5852,3,300,114,37,3,personal,0,0.28878799842084485,0.75,low
21088,21507,4,300,21,32,6,personal,0,1.0198207596377258,0.5714285714285714,low
47215,13423,2,300,43,39,16,car,0,0.2842892239918672,0.11764705882352941,low
16795,46741,4,300,64,69,15,car,0,2.782864967849488,0.25,low
32428,45057,1,300,195,46,2,personal,0,1.389404545314379,0.3333333333333333,low
33572,11701,4,300,108,36,7,home,0,0.3485241116373276,0.5,low
46202,38444,2,300,154,50,0,personal,0,0.8320671817847326,2.0,low
17823,28360,4,300,72,39,1,personal,0,1.591113105924596,2.0,low
32868,11788,3,300,151,40,4,business,0,0.35863579664729683,0.6,low
36212,18426,5,300,200,28,3,personal,0,0.5088227984425483,1.25,low
36742,15526,2,300,130,50,3,car,0,0.4225566774623738,0.5,low
29892,23650,1,300,40,62,6,car,0,0.7911551199277422,0.14285714285714285,low
24837,7536,1,300,78,25,12,home,0,0.3034060713422981,0.07692307692307693,low
18576,4861,6,300,48,35,13,car,0,0.2616676535500888,0.42857142857142855,low
36944,5152,2,300,144,51,3,car,0,0.1394505345784274,0.5,low
59383,44673,3,300,70,47,8,car,0,0.7522733396200997,0.3333333333333333,low
45027,11121,2,300,44,43,5,personal,0,0.24697965710224748,0.3333333333333333,low
27431,15727,4,300,200,54,1,personal,0,0.5733085447652376,2.0,low
61635,21938,0,300,76,53,7,home,0,0.355928353559608,0.0,low
24859,29488,1,300,80,38,17,car,0,1.1861625100563153,0.05555555555555555,low
22250,13846,10,300,81,70,20,personal,0,0.6222641679025662,0.47619047619047616,low
35172,39869,4,300,200,79,1,home,0,1.1335115002985245,2.0,low
43737,50524,12,300,123,40,6,home,0,1.1551511271663084,1.7142857142857142,low
35922,16555,2,300,161,52,5,home,0,0.4608468112351418,0.3333333333333333,low
43902,6127,4,300,200,53,14,education,0,0.13955766120766236,0.26666666666666666,low
42582,28290,6,300,170,32,4,home,0,0.6643496230890261,1.2,low
41481,1719,3,300,50,53,8,personal,0,0.041439660575671375,0.3333333333333333,low
19979,50959,4,300,96,69,13,car,0,2.5505005005005006,0.2857142857142857,low
26959,1012,5,300,150,62,19,education,0,0.037537091988130565,0.25,low
27272,6154,0,300,78,46,5,home,0,0.22564441022256443,0.0,low
53688,23815,1,300,66,34,6,education,0,0.4435731714131386,0.14285714285714285,low
28081,23570,0,300,46,55,2,business,0,0.8393276832134463,0.0,low
37977,14658,3,300,39,29,8,personal,1,0.3859602928010954,0.3333333333333333,low
22584,49321,1,300,200,45,3,personal,0,2.1837945539074606,0.25,low
52746,1929,0,300,200,43,9,education,0,0.03657080023508446,0.0,low
37597,48975,12,300,26,73,7,personal,0,1.3025958827597213,1.5,low
28463,24021,1,300,65,59,11,personal,0,0.8439080944350759,0.08333333333333333,low
35544,39863,5,300,96,37,2,personal,0,1.1214798143198763,1.6666666666666667,low
52198,49120,9,300,55,38,4,home,0,0.9410141956742466,1.8,low
68994,37272,3,300,130,62,18,home,0,0.5402130589173129,0.15789473684210525,low
20206,5598,4,300,200,53,11,home,0,0.2770327114366309,0.3333333333333333,low
46880,23524,3,300,46,54,1,business,0,0.5017811053518483,1.5,low
54067,34417,1,300,82,39,2,car,0,0.6365502700303322,0.3333333333333333,low
31641,4336,4,300,197,50,20,car,0,0.1370330573288667,0.19047619047619047,low
43828,18229,2,300,40,64,5,personal,1,0.4159118391932282,0.3333333333333333,low
16177,16357,3,300,200,44,8,personal,0,1.0110644084559277,0.3333333333333333,low
39529,7892,8,300,200,34,1,personal,0,0.1996458386035922,4.0,low
18808,16702,1,300,116,32,15,car,0,0.8879791589132862,0.0625,low
34358,21264,5,300,12,28,27,business,0,0.618877150091679,0.17857142857142858,low
15403,58267,4,300,90,33,11,car,0,3.782588937938198,0.3333333333333333,low
17178,5005,0,300,163,42,16,home,0,0.2913440828919029,0.0,low
27139,59478,0,300,196,34,8,home,0,2.1915254237288138,0.0,low
41111,35978,1,300,153,25,5,car,0,0.8751216189920218,0.16666666666666666,low
52122,34609,12,300,169,56,8,car,0,0.6639871074189897,1.3333333333333333,low
36808,51281,4,300,137,48,8,personal,0,1.393164715151186,0.4444444444444444,low
33611,38148,1,300,168,46,21,home,0,1.1349518029275258,0.045454545454545456,low
37371,46260,8,300,1,41,5,personal,0,1.2378251097078026,1.3333333333333333,low
20067,27561,1,300,200,42,13,education,0,1.3733805062786526,0.07142857142857142,low
28024,53478,0,300,200,56,3,car,0,1.9082247992863515,0.0,low
37629,21748,7,300,37,73,5,education,0,0.5779431304809992,1.1666666666666667,low
43113,16398,3,300,193,50,4,car,0,0.38034049264739994,0.6,low
33772,41458,4,300,200,31,7,education,0,1.2275486335238208,0.5,low
28329,42780,7,300,75,26,4,car,0,1.5100600070596542,1.4,low
24605,13011,7,300,2,32,4,home,0,0.5287734698853938,1.4,low
30195,19882,5,300,19,34,26,home,0,0.6584315803417671,0.18518518518518517,low
42820,14372,5,300,153,70,0,education,0,0.33562971439247097,5.0,low
44357,2723,3,300,1,62,1,personal,0,0.061386897515667976,1.5,low
79755,3102,5,300,100,34,3,car,0,0.038893625557951755,1.25,low
63912,25655,3,300,200,38,1,personal,0,0.40140503496941154,1.5,low
58311,9750,3,300,116,27,3,business,0,0.16720400603649335,0.75,low
80678,25274,7,300,91,45,15,personal,0,0.31326615352198217,0.4375,low
15404,17679,1,300,45,46,1,personal,0,1.1476144109055502,0.5,low
27224,18812,1,300,81,34,10,education,0,0.6909825528007346,0.09090909090909091,low
41833,19671,6,300,14,33,4,business,0,0.4702156140937993,1.2,low
56362,18264,3,300,91,37,1,personal,0,0.32404236822028637,1.5,low
26657,10102,1,300,200,59,9,car,0,0.3789481581513992,0.1,low
37123,27603,5,300,200,80,17,car,0,0.7435351793987717,0.2777777777777778,low
67931,9447,0,300,62,31,13,home,0,0.13906553612435965,0.0,low
84470,20315,9,300,200,73,17,personal,0,0.24049673852564785,0.5,low
18879,12418,6,300,75,36,16,personal,0,0.6577330508474576,0.35294117647058826,low
43739,16541,2,300,43,37,5,home,0,0.3781664380429813,0.3333333333333333,low
42100,46398,1,300,195,59,9,education,0,1.1020640839885039,0.1,low
70408,7267,3,300,37,67,14,education,0,0.1032112371997898,0.2,low
52466,14105,4,300,188,30,7,home,0,0.26883564907465646,0.5,low
28710,2154,0,300,5,45,6,personal,0,0.07502351015290307,0.0,low
57951,43428,3,300,86,40,2,home,0,0.7493787962451685,1.0,low
22432,7486,3,300,48,34,19,home,0,0.3337048098783043,0.15,low
71354,5127,2,300,200,56,2,education,0,0.07185200756779483,0.6666666666666666,low
46512,25816,4,300,79,45,7,personal,0,0.5550276266850128,0.5,low
20743,30391,5,300,15,58,3,home,0,1.465050134978789,1.25,low
25557,43254,6,300,179,80,1,business,0,1.6923859456921513,3.0,low
82124,4874,5,300,27,80,7,education,0,0.05934855403348554,0.625,low
27277,24631,2,300,186,54,6,home,0,0.9029620939951609,0.2857142857142857,low
34833,19258,2,300,185,52,3,home,0,0.5528506631452029,0.5,low
26330,9724,0,300,107,57,10,education,0,0.36929854544073526,0.0,low
71965,18408,0,300,99,47,9,car,0,0.2557874551871717,0.0,low
51317,23232,6,300,200,76,3,personal,0,0.45270665263650184,1.5,low
19781,42297,1,300,157,35,10,personal,0,2.138155899302396,0.09090909090909091,low
28665,22975,2,300,96,61,16,personal,0,0.8014721272587735,0.11764705882352941,low
48796,3439,5,300,131,30,30,car,0,0.07047564399450786,0.16129032258064516,low
35080,36811,10,300,72,39,2,personal,0,1.0493144437159716,3.3333333333333335,low
50737,6548,7,300,200,25,12,car,0,0.12905514604438487,0.5384615384615384,low
20042,5566,8,300,200,80,16,car,0,0.27770293868183404,0.47058823529411764,low
39342,53183,10,300,63,36,2,home,0,1.3517779528759881,3.3333333333333335,low
30398,12210,2,300,200,31,1,home,0,0.4016579492746472,1.0,low
31469,12094,1,300,111,46,13,business,0,0.38430251032729584,0.07142857142857142,low
20276,22910,12,300,181,57,10,education,0,1.1298515559500912,1.0909090909090908,low
34534,13816,7,300,16,49,3,home,0,0.4000579122629217,1.75,low
54306,13479,3,300,187,45,10,business,0,0.24820004787596442,0.2727272727272727,low
35114,2932,4,300,7,32,27,car,0,0.08349708101950733,0.14285714285714285,low
42621,55453,7,300,64,28,6,education,0,1.3010417155459622,1.0,low
69338,11541,4,300,95,48,20,car,0,0.1664431272444079,0.19047619047619047,low
22469,9417,5,300,77,76,15,personal,0,0.41909212283044056,0.3125,low
56683,18723,0,300,73,28,12,personal,0,0.3303048479288688,0.0,low
41635,8839,1,300,68,29,13,education,0,0.21229224709386108,0.07142857142857142,low
18526,18873,4,300,54,46,7,car,0,1.0186754466454364,0.5,low
22888,14163,12,300,12,43,14,car,0,0.6187688409279567,0.8,low
45379,4315,1,300,57,30,13,personal,0,0.09508594094314676,0.07142857142857142,low
15809,34611,2,300,165,57,1,car,0,2.1891840607210624,1.0,low
19615,13424,5,300,26,31,13,home,0,0.6843393148450244,0.35714285714285715,low
19702,65846,5,300,60,44,15,home,0,3.3419276252347356,0.3125,low
24863,26649,5,300,116,38,5,education,0,1.0717905405405406,0.8333333333333334,low
50127,17035,1,300,5,60,15,education,0,0.3398300351101181,0.0625,low
26548,6612,12,300,47,53,3,personal,0,0.24904892839654977,3.0,low
16443,7705,5,300,78,26,4,home,0,0.4685599610800292,1.0,low
69271,19899,8,300,30,41,3,car,0,0.287258921353505,2.0,low
45038,30292,6,300,31,80,3,personal,0,0.6725726592508715,1.5,low
31842,2046,1,300,13,64,13,personal,0,0.06425274000565273,0.07142857142857142,low
75934,9715,6,300,6,47,25,car,0,0.12793836834134456,0.23076923076923078,low
23556,9827,4,300,49,33,19,education,0,0.4171583817973426,0.2,low
107896,13996,10,300,180,56,5,car,0,0.12971630351168245,1.6666666666666667,low
69015,9504,1,300,200,56,19,personal,0,0.13770719833082185,0.05,low
58649,18427,2,300,115,38,4,home,0,0.3141858482523444,0.4,low
80499,11148,3,300,200,35,1,personal,0,0.13848447204968944,1.5,low
21407,21900,10,300,10,32,9,business,0,1.022982062780269,1.0,low
56309,11699,2,300,35,27,1,education,0,0.2077606109039247,1.0,low
25430,19577,6,300,200,71,18,home,0,0.7698085014352561,0.3157894736842105,low
49226,24779,4,300,89,26,3,education,0,0.5033619761512991,1.0,low
66040,5447,0,300,70,60,13,car,0,0.082479066034736,0.0,low
57498,25724,5,300,82,35,5,home,0,0.4473816935946712,0.8333333333333334,low
65922,46277,4,300,200,35,3,business,0,0.7019856499249124,1.0,low
33984,1834,3,300,35,27,8,personal,0,0.05396498455200824,0.3333333333333333,low
52062,35280,10,300,141,34,8,education,0,0.67764055087106,1.1111111111111112,low
70173,5837,4,300,59,61,4,personal,0,0.08317895516858095,0.8,low
72282,6922,1,300,200,58,7,home,0,0.09576248910532213,0.125,low
42604,44535,0,300,90,51,0,car,0,1.0452998474357469,0.0,low
30882,15668,4,300,28,42,8,home,0,0.5073341320467571,0.4444444444444444,low
30936,14767,7,300,3,36,12,business,1,0.4773248860587646,0.5384615384615384,low
16695,5285,5,300,200,40,6,personal,0,0.3165428845232391,0.7142857142857143,low
46619,29518,5,300,120,44,6,business,0,0.6331617331617332,0.7142857142857143,low
61737,1392,3,300,59,30,4,home,0,0.02254689170365091,0.6,low
50373,40373,0,300,98,49,6,car,0,0.8014650414896574,0.0,low
63835,7267,1,300,187,63,2,education,0,0.11383858637759259,0.3333333333333333,low
32378,12580,0,300,199,40,22,car,0,0.38852342567713644,0.0,low
40891,15195,0,300,200,37,12,personal,0,0.3715885747823535,0.0,low
48014,44162,4,300,121,44,3,personal,0,0.9197542434655837,1.0,low
54582,17079,3,300,108,31,6,business,0,0.31289962076104283,0.42857142857142855,low
53580,60270,12,300,72,28,13,car,0,1.1248390287601948,0.8571428571428571,low
26774,20117,9,300,64,48,11,car,0,0.7513352007469655,0.75,low
31118,11315,5,300,170,35,5,home,0,0.36360422892766475,0.8333333333333334,low
31743,25588,9,300,119,64,4,car,0,0.8060735887096774,1.8,low
45938,4678,0,300,8,32,0,car,0,0.10183068852173534,0.0,low
50524,1542,4,300,157,32,10,business,0,0.030519544779811975,0.36363636363636365,low
41842,30391,9,300,58,49,19,business,0,0.7263102550008365,0.45,low
36029,20805,2,300,75,33,9,home,0,0.577435470441299,0.2,low
16787,21693,0,300,101,53,3,car,0,1.2921729807005005,0.0,low
74602,20600,7,300,159,54,5,home,0,0.27612830583220516,1.1666666666666667,low
51165,14220,3,300,159,25,13,home,0,0.2779189305398116,0.21428571428571427,low
33471,5537,10,300,19,51,19,personal,1,0.16542184512428298,0.5,low
25323,44851,1,300,19,42,3,home,0,1.7710867161585848,0.25,low
44878,7995,6,300,135,52,7,car,0,0.17814568060785668,0.75,low
75495,45298,1,300,200,28,5,home,0,0.6000052982939493,0.16666666666666666,low
30172,12318,11,300,0,29,17,personal,0,0.4082457826533656,0.6111111111111112,low
28464,35768,2,300,200,46,10,education,0,1.2565606885649043,0.18181818181818182,low
18119,40285,6,300,91,61,2,home,0,2.223233995584989,2.0,low
61339,52790,5,300,172,49,8,education,0,0.8606129768503423,0.5555555555555556,low
25061,24917,2,300,45,42,1,personal,0,0.9942143484159285,1.0,low
23378,14733,3,300,200,34,13,personal,0,0.6301809316052868,0.21428571428571427,low
22180,17359,3,300,70,36,16,home,0,0.782606735494342,0.17647058823529413,low
19272,7735,2,300,18,40,20,personal,0,0.40133866030197685,0.09523809523809523,low
18022,26594,4,300,152,80,3,personal,0,1.4755590079343062,1.0,low
33038,73093,7,300,98,32,18,personal,0,2.2123248282333,0.3684210526315789,low
31255,2503,3,300,115,66,10,business,0,0.08008062452009214,0.2727272727272727,low
17828,45769,7,300,133,36,4,business,0,2.5671097649896235,1.4,low
30085,2576,2,300,58,41,11,car,0,0.08562121917170777,0.16666666666666666,low
34470,19665,3,300,27,37,8,personal,0,0.5704795335209306,0.3333333333333333,low
22121,44243,10,300,53,38,2,education,0,1.9999547961305488,3.3333333333333335,low
59875,34990,10,300,200,57,4,business,0,0.5843743737056584,2.0,low
25377,79671,11,300,123,75,16,car,0,3.1393726850027583,0.6470588235294118,low
79692,47600,5,300,40,55,16,personal,1,0.5972921084662391,0.29411764705882354,low
15203,4047,2,300,42,33,17,personal,0,0.26617995264404104,0.1111111111111111,low
42008,19917,6,300,77,45,6,home,0,0.4741126901378276,0.8571428571428571,low
48811,11933,4,300,125,27,15,personal,0,0.24446857330164715,0.25,low
52669,22171,2,300,69,39,3,education,0,0.42094171254983864,0.5,low
46103,17797,2,300,2,39,1,personal,0,0.38601856671872287,1.0,low
24682,13497,6,300,168,58,8,car,0,0.5468135964023823,0.6666666666666666,low
38394,24454,0,300,134,46,8,car,0,0.6369058471155098,0.0,low
18111,7551,1,300,100,64,11,personal,0,0.4169059187279152,0.08333333333333333,low
39085,16970,4,300,95,31,1,car,0,0.4341708028450084,2.0,low
33405,58898,9,300,155,29,3,personal,0,1.7630964497395678,2.25,low
29743,29252,2,300,70,30,0,education,0,0.9834588488434642,2.0,low
54903,32604,6,300,31,40,3,education,0,0.5938365146437418,1.5,low
43808,25752,7,300,29,40,11,car,0,0.5878244196398,0.5833333333333334,low
38145,22028,3,300,8,52,12,education,0,0.577465527185026,0.23076923076923078,low
22387,12796,1,300,200,34,1,car,0,0.5715561908165089,0.5,low
24815,12696,5,300,33,49,14,home,0,0.511605415860735,0.3333333333333333,low
29504,27817,9,300,88,42,12,car,0,0.9427893577359769,0.6923076923076923,low
22161,5824,9,300,149,45,5,home,0,0.262792166771952,1.5,low
20568,49330,10,300,42,28,1,personal,0,2.398269240118625,5.0,low
33616,3559,10,300,97,40,19,personal,0,0.10586905434750275,0.5,low
53860,5530,2,300,100,28,8,car,0,0.10267169194779154,0.2222222222222222,low
34284,34015,3,300,200,41,7,personal,0,0.992124835934082,0.375,low
36496,26894,5,300,29,32,3,car,0,0.7368824834917939,1.25,low
39208,1209,1,300,200,80,3,business,0,0.030834757326124104,0.25,low
46928,35710,2,300,114,33,7,personal,0,0.7609367342155171,0.25,low
42934,15518,7,300,45,49,1,personal,0,0.36143006870851285,3.5,low
66389,33812,4,300,166,61,3,car,0,0.5092935683084802,1.0,low
56017,1992,3,300,191,56,1,personal,0,0.03555999857188761,1.5,low
62483,9457,4,300,200,40,10,car,0,0.15135074579092248,0.36363636363636365,low
62839,35788,10,300,134,37,5,personal,0,0.5695098663271801,1.6666666666666667,low
30187,43522,7,300,30,41,4,home,0,1.441698688220485,1.4,low
35358,25018,4,300,102,34,2,business,0,0.7075426341242682,1.3333333333333333,low
40578,2418,7,300,41,38,2,business,0,0.059587471352177235,2.3333333333333335,low
32621,23062,3,300,50,74,21,business,0,0.7069462326037643,0.13636363636363635,low
59208,2659,6,300,173,62,2,home,0,0.04490871320238477,2.0,low
26450,35475,7,300,200,34,23,personal,0,1.3411591244187366,0.2916666666666667,low
